"LOCATION","Country","SUBJECT","Subject","SECTOR","Sector","MEASURE","Measure","FREQUENCY","Frequency","TIME","Time","Value","Flag Codes","Flags"
"NLD","Netherlands","ULAIRU99","Labour Income Share (Real ULC)","06","Financial and business services (J_K)","ST","Level, ratio or national currency","A","Annual","1998","1998",0.7733657,,
"NLD","Netherlands","ULAIRU99","Labour Income Share (Real ULC)","06","Financial and business services (J_K)","ST","Level, ratio or national currency","A","Annual","1999","1999",0.7658941,,
"NLD","Netherlands","ULAIRU99","Labour Income Share (Real ULC)","06","Financial and business services (J_K)","ST","Level, ratio or national currency","A","Annual","2000","2000",0.76475,,
"NLD","Netherlands","ULAIRU99","Labour Income Share (Real ULC)","06","Financial and business services (J_K)","ST","Level, ratio or national currency","A","Annual","2001","2001",0.7570913,,
"NLD","Netherlands","ULAIRU99","Labour Income Share (Real ULC)","06","Financial and business services (J_K)","ST","Level, ratio or national currency","A","Annual","2002","2002",0.7791585,,
"NLD","Netherlands","ULAIRU99","Labour Income Share (Real ULC)","06","Financial and business services (J_K)","ST","Level, ratio or national currency","A","Annual","2003","2003",0.7761557,,
"NLD","Netherlands","ULAIRU99","Labour Income Share (Real ULC)","06","Financial and business services (J_K)","ST","Level, ratio or national currency","A","Annual","2004","2004",0.7697477,,
"NLD","Netherlands","ULAIRU99","Labour Income Share (Real ULC)","06","Financial and business services (J_K)","ST","Level, ratio or national currency","A","Annual","2005","2005",0.7517692,,
"NLD","Netherlands","ULAIRU99","Labour Income Share (Real ULC)","06","Financial and business services (J_K)","ST","Level, ratio or national currency","A","Annual","2006","2006",0.7662292,,
"NLD","Netherlands","ULAIRU99","Labour Income Share (Real ULC)","06","Financial and business services (J_K)","ST","Level, ratio or national currency","A","Annual","2007","2007",0.7819362,,
"NLD","Netherlands","ULAIRU99","Labour Income Share (Real ULC)","06","Financial and business services (J_K)","ST","Level, ratio or national currency","A","Annual","2008","2008",0.7942441,,
"NLD","Netherlands","ULAIRU99","Labour Income Share (Real ULC)","06","Financial and business services (J_K)","ST","Level, ratio or national currency","A","Annual","2009","2009",0.8045888,,
"NLD","Netherlands","ULAIRU99","Labour Income Share (Real ULC)","06","Financial and business services (J_K)","ST","Level, ratio or national currency","A","Annual","2010","2010",0.7688394,,
"NLD","Netherlands","ULAIRU99","Labour Income Share (Real ULC)","07","Market services (G_K)","ST","Level, ratio or national currency","A","Annual","1969","1969",0.7887662,"E","Estimated value"
"NLD","Netherlands","ULAIRU99","Labour Income Share (Real ULC)","07","Market services (G_K)","ST","Level, ratio or national currency","A","Annual","1970","1970",0.802656,,
"NLD","Netherlands","ULAIRU99","Labour Income Share (Real ULC)","07","Market services (G_K)","ST","Level, ratio or national currency","A","Annual","1971","1971",0.8179254,,
"NLD","Netherlands","ULAIRU99","Labour Income Share (Real ULC)","07","Market services (G_K)","ST","Level, ratio or national currency","A","Annual","1972","1972",0.8168633,,
"NLD","Netherlands","ULAIRU99","Labour Income Share (Real ULC)","07","Market services (G_K)","ST","Level, ratio or national currency","A","Annual","1973","1973",0.8226099,,
"NLD","Netherlands","ULAIRU99","Labour Income Share (Real ULC)","07","Market services (G_K)","ST","Level, ratio or national currency","A","Annual","1974","1974",0.8460439,,
"NLD","Netherlands","ULAIRU99","Labour Income Share (Real ULC)","07","Market services (G_K)","ST","Level, ratio or national currency","A","Annual","1975","1975",0.882042,,
"NLD","Netherlands","ULAIRU99","Labour Income Share (Real ULC)","07","Market services (G_K)","ST","Level, ratio or national currency","A","Annual","1976","1976",0.8624149,,
"NLD","Netherlands","ULAIRU99","Labour Income Share (Real ULC)","07","Market services (G_K)","ST","Level, ratio or national currency","A","Annual","1977","1977",0.8586632,,
"NLD","Netherlands","ULAIRU99","Labour Income Share (Real ULC)","07","Market services (G_K)","ST","Level, ratio or national currency","A","Annual","1978","1978",0.8430895,,
"NLD","Netherlands","ULAIRU99","Labour Income Share (Real ULC)","07","Market services (G_K)","ST","Level, ratio or national currency","A","Annual","1979","1979",0.8560304,,
"NLD","Netherlands","ULAIRU99","Labour Income Share (Real ULC)","07","Market services (G_K)","ST","Level, ratio or national currency","A","Annual","1980","1980",0.8544421,,
"NLD","Netherlands","ULAIRU99","Labour Income Share (Real ULC)","07","Market services (G_K)","ST","Level, ratio or national currency","A","Annual","1981","1981",0.8484227,,
"NLD","Netherlands","ULAIRU99","Labour Income Share (Real ULC)","07","Market services (G_K)","ST","Level, ratio or national currency","A","Annual","1982","1982",0.8442109,,
"NLD","Netherlands","ULAIRU99","Labour Income Share (Real ULC)","07","Market services (G_K)","ST","Level, ratio or national currency","A","Annual","1983","1983",0.817243,,
"NLD","Netherlands","ULAIRU99","Labour Income Share (Real ULC)","07","Market services (G_K)","ST","Level, ratio or national currency","A","Annual","1984","1984",0.7933429,,
"NLD","Netherlands","ULAIRU99","Labour Income Share (Real ULC)","07","Market services (G_K)","ST","Level, ratio or national currency","A","Annual","1985","1985",0.8013653,,
"NLD","Netherlands","ULAIRU99","Labour Income Share (Real ULC)","07","Market services (G_K)","ST","Level, ratio or national currency","A","Annual","1986","1986",0.7821128,,
"NLD","Netherlands","ULAIRU99","Labour Income Share (Real ULC)","07","Market services (G_K)","ST","Level, ratio or national currency","A","Annual","1987","1987",0.780323,,
"NLD","Netherlands","ULAIRU99","Labour Income Share (Real ULC)","07","Market services (G_K)","ST","Level, ratio or national currency","A","Annual","1988","1988",0.7701452,,
"NLD","Netherlands","ULAIRU99","Labour Income Share (Real ULC)","07","Market services (G_K)","ST","Level, ratio or national currency","A","Annual","1989","1989",0.7511194,,
"NLD","Netherlands","ULAIRU99","Labour Income Share (Real ULC)","07","Market services (G_K)","ST","Level, ratio or national currency","A","Annual","1990","1990",0.7581956,,
"NLD","Netherlands","ULAIRU99","Labour Income Share (Real ULC)","07","Market services (G_K)","ST","Level, ratio or national currency","A","Annual","1991","1991",0.7596162,,
"NLD","Netherlands","ULAIRU99","Labour Income Share (Real ULC)","07","Market services (G_K)","ST","Level, ratio or national currency","A","Annual","1992","1992",0.7692658,,
"NLD","Netherlands","ULAIRU99","Labour Income Share (Real ULC)","07","Market services (G_K)","ST","Level, ratio or national currency","A","Annual","1993","1993",0.7722099,,
"NLD","Netherlands","ULAIRU99","Labour Income Share (Real ULC)","07","Market services (G_K)","ST","Level, ratio or national currency","A","Annual","1994","1994",0.7641037,,
"NLD","Netherlands","ULAIRU99","Labour Income Share (Real ULC)","07","Market services (G_K)","ST","Level, ratio or national currency","A","Annual","1995","1995",0.7557678,,
"NLD","Netherlands","ULAIRU99","Labour Income Share (Real ULC)","07","Market services (G_K)","ST","Level, ratio or national currency","A","Annual","1996","1996",0.7604327,,
"NLD","Netherlands","ULAIRU99","Labour Income Share (Real ULC)","07","Market services (G_K)","ST","Level, ratio or national currency","A","Annual","1997","1997",0.7403727,,
"NLD","Netherlands","ULAIRU99","Labour Income Share (Real ULC)","07","Market services (G_K)","ST","Level, ratio or national currency","A","Annual","1998","1998",0.736562,,
"NLD","Netherlands","ULAIRU99","Labour Income Share (Real ULC)","07","Market services (G_K)","ST","Level, ratio or national currency","A","Annual","1999","1999",0.7292891,,
"NLD","Netherlands","ULAIRU99","Labour Income Share (Real ULC)","07","Market services (G_K)","ST","Level, ratio or national currency","A","Annual","2000","2000",0.7254962,,
"NLD","Netherlands","ULAIRU99","Labour Income Share (Real ULC)","07","Market services (G_K)","ST","Level, ratio or national currency","A","Annual","2001","2001",0.7261717,,
"NLD","Netherlands","ULAIRU99","Labour Income Share (Real ULC)","07","Market services (G_K)","ST","Level, ratio or national currency","A","Annual","2002","2002",0.7232903,,
"NLD","Netherlands","ULAIRU99","Labour Income Share (Real ULC)","07","Market services (G_K)","ST","Level, ratio or national currency","A","Annual","2003","2003",0.7265477,,
"NLD","Netherlands","ULAIRU99","Labour Income Share (Real ULC)","07","Market services (G_K)","ST","Level, ratio or national currency","A","Annual","2004","2004",0.7259998,,
"NLD","Netherlands","ULAIRU99","Labour Income Share (Real ULC)","07","Market services (G_K)","ST","Level, ratio or national currency","A","Annual","2005","2005",0.7101207,,
"NLD","Netherlands","ULAIRU99","Labour Income Share (Real ULC)","07","Market services (G_K)","ST","Level, ratio or national currency","A","Annual","2006","2006",0.7158791,,
"NLD","Netherlands","ULAIRU99","Labour Income Share (Real ULC)","07","Market services (G_K)","ST","Level, ratio or national currency","A","Annual","2007","2007",0.7208056,,
"NLD","Netherlands","ULAIRU99","Labour Income Share (Real ULC)","07","Market services (G_K)","ST","Level, ratio or national currency","A","Annual","2008","2008",0.7354415,,
"NLD","Netherlands","ULAIRU99","Labour Income Share (Real ULC)","07","Market services (G_K)","ST","Level, ratio or national currency","A","Annual","2009","2009",0.7721043,,
"NLD","Netherlands","ULAIRU99","Labour Income Share (Real ULC)","07","Market services (G_K)","ST","Level, ratio or national currency","A","Annual","2010","2010",0.7393888,,
"NLD","Netherlands","ULAIRU99","Labour Income Share (Real ULC)","08","Business sector excl. Agriculture (C_K)","ST","Level, ratio or national currency","A","Annual","1969","1969",0.7187983,"E","Estimated value"
"NLD","Netherlands","ULAIRU99","Labour Income Share (Real ULC)","08","Business sector excl. Agriculture (C_K)","ST","Level, ratio or national currency","A","Annual","1970","1970",0.7289245,,
"NLD","Netherlands","ULAIRU99","Labour Income Share (Real ULC)","08","Business sector excl. Agriculture (C_K)","ST","Level, ratio or national currency","A","Annual","1971","1971",0.7394484,,
"NLD","Netherlands","ULAIRU99","Labour Income Share (Real ULC)","08","Business sector excl. Agriculture (C_K)","ST","Level, ratio or national currency","A","Annual","1972","1972",0.7385329,,
"NLD","Netherlands","ULAIRU99","Labour Income Share (Real ULC)","08","Business sector excl. Agriculture (C_K)","ST","Level, ratio or national currency","A","Annual","1973","1973",0.7440091,,
"NLD","Netherlands","ULAIRU99","Labour Income Share (Real ULC)","08","Business sector excl. Agriculture (C_K)","ST","Level, ratio or national currency","A","Annual","1974","1974",0.7479001,,
"NLD","Netherlands","ULAIRU99","Labour Income Share (Real ULC)","08","Business sector excl. Agriculture (C_K)","ST","Level, ratio or national currency","A","Annual","1975","1975",0.7645637,,
"NLD","Netherlands","ULAIRU99","Labour Income Share (Real ULC)","08","Business sector excl. Agriculture (C_K)","ST","Level, ratio or national currency","A","Annual","1976","1976",0.7387559,,
"NLD","Netherlands","ULAIRU99","Labour Income Share (Real ULC)","08","Business sector excl. Agriculture (C_K)","ST","Level, ratio or national currency","A","Annual","1977","1977",0.7428825,,
"NLD","Netherlands","ULAIRU99","Labour Income Share (Real ULC)","08","Business sector excl. Agriculture (C_K)","ST","Level, ratio or national currency","A","Annual","1978","1978",0.746915,,
"NLD","Netherlands","ULAIRU99","Labour Income Share (Real ULC)","08","Business sector excl. Agriculture (C_K)","ST","Level, ratio or national currency","A","Annual","1979","1979",0.7523242,,
"NLD","Netherlands","ULAIRU99","Labour Income Share (Real ULC)","08","Business sector excl. Agriculture (C_K)","ST","Level, ratio or national currency","A","Annual","1980","1980",0.7377968,,
"NLD","Netherlands","ULAIRU99","Labour Income Share (Real ULC)","08","Business sector excl. Agriculture (C_K)","ST","Level, ratio or national currency","A","Annual","1981","1981",0.7125594,,
"NLD","Netherlands","ULAIRU99","Labour Income Share (Real ULC)","08","Business sector excl. Agriculture (C_K)","ST","Level, ratio or national currency","A","Annual","1982","1982",0.7164508,,
"NLD","Netherlands","ULAIRU99","Labour Income Share (Real ULC)","08","Business sector excl. Agriculture (C_K)","ST","Level, ratio or national currency","A","Annual","1983","1983",0.701867,,
"NLD","Netherlands","ULAIRU99","Labour Income Share (Real ULC)","08","Business sector excl. Agriculture (C_K)","ST","Level, ratio or national currency","A","Annual","1984","1984",0.6652052,,
"NLD","Netherlands","ULAIRU99","Labour Income Share (Real ULC)","08","Business sector excl. Agriculture (C_K)","ST","Level, ratio or national currency","A","Annual","1985","1985",0.6683396,,
"NLD","Netherlands","ULAIRU99","Labour Income Share (Real ULC)","08","Business sector excl. Agriculture (C_K)","ST","Level, ratio or national currency","A","Annual","1986","1986",0.6907047,,
"NLD","Netherlands","ULAIRU99","Labour Income Share (Real ULC)","08","Business sector excl. Agriculture (C_K)","ST","Level, ratio or national currency","A","Annual","1987","1987",0.7166869,,
"NLD","Netherlands","ULAIRU99","Labour Income Share (Real ULC)","08","Business sector excl. Agriculture (C_K)","ST","Level, ratio or national currency","A","Annual","1988","1988",0.7075474,,
"NLD","Netherlands","ULAIRU99","Labour Income Share (Real ULC)","08","Business sector excl. Agriculture (C_K)","ST","Level, ratio or national currency","A","Annual","1989","1989",0.6890094,,
"NLD","Netherlands","ULAIRU99","Labour Income Share (Real ULC)","08","Business sector excl. Agriculture (C_K)","ST","Level, ratio or national currency","A","Annual","1990","1990",0.6948938,,
"NLD","Netherlands","ULAIRU99","Labour Income Share (Real ULC)","08","Business sector excl. Agriculture (C_K)","ST","Level, ratio or national currency","A","Annual","1991","1991",0.6986123,,
"NLD","Netherlands","ULAIRU99","Labour Income Share (Real ULC)","08","Business sector excl. Agriculture (C_K)","ST","Level, ratio or national currency","A","Annual","1992","1992",0.7179677,,
"NLD","Netherlands","ULAIRU99","Labour Income Share (Real ULC)","08","Business sector excl. Agriculture (C_K)","ST","Level, ratio or national currency","A","Annual","1993","1993",0.7190565,,
"NLD","Netherlands","ULAIRU99","Labour Income Share (Real ULC)","08","Business sector excl. Agriculture (C_K)","ST","Level, ratio or national currency","A","Annual","1994","1994",0.7081103,,
"NLD","Netherlands","ULAIRU99","Labour Income Share (Real ULC)","08","Business sector excl. Agriculture (C_K)","ST","Level, ratio or national currency","A","Annual","1995","1995",0.6971825,,
"NLD","Netherlands","ULAIRU99","Labour Income Share (Real ULC)","08","Business sector excl. Agriculture (C_K)","ST","Level, ratio or national currency","A","Annual","1996","1996",0.7006299,,
"NLD","Netherlands","ULAIRU99","Labour Income Share (Real ULC)","08","Business sector excl. Agriculture (C_K)","ST","Level, ratio or national currency","A","Annual","1997","1997",0.6948228,,
"NLD","Netherlands","ULAIRU99","Labour Income Share (Real ULC)","08","Business sector excl. Agriculture (C_K)","ST","Level, ratio or national currency","A","Annual","1998","1998",0.6987624,,
"NLD","Netherlands","ULAIRU99","Labour Income Share (Real ULC)","08","Business sector excl. Agriculture (C_K)","ST","Level, ratio or national currency","A","Annual","1999","1999",0.698221,,
"NLD","Netherlands","ULAIRU99","Labour Income Share (Real ULC)","08","Business sector excl. Agriculture (C_K)","ST","Level, ratio or national currency","A","Annual","2000","2000",0.6841006,,
"NLD","Netherlands","ULAIRU99","Labour Income Share (Real ULC)","08","Business sector excl. Agriculture (C_K)","ST","Level, ratio or national currency","A","Annual","2001","2001",0.6841733,,
"NLD","Netherlands","ULAIRU99","Labour Income Share (Real ULC)","08","Business sector excl. Agriculture (C_K)","ST","Level, ratio or national currency","A","Annual","2002","2002",0.6861936,,
"NLD","Netherlands","ULAIRU99","Labour Income Share (Real ULC)","08","Business sector excl. Agriculture (C_K)","ST","Level, ratio or national currency","A","Annual","2003","2003",0.6858369,,
"NLD","Netherlands","ULAIRU99","Labour Income Share (Real ULC)","08","Business sector excl. Agriculture (C_K)","ST","Level, ratio or national currency","A","Annual","2004","2004",0.6834344,,
"NLD","Netherlands","ULAIRU99","Labour Income Share (Real ULC)","08","Business sector excl. Agriculture (C_K)","ST","Level, ratio or national currency","A","Annual","2005","2005",0.6606756,,
"NLD","Netherlands","ULAIRU99","Labour Income Share (Real ULC)","08","Business sector excl. Agriculture (C_K)","ST","Level, ratio or national currency","A","Annual","2006","2006",0.6569962,,
"NLD","Netherlands","ULAIRU99","Labour Income Share (Real ULC)","08","Business sector excl. Agriculture (C_K)","ST","Level, ratio or national currency","A","Annual","2007","2007",0.6553114,,
"NLD","Netherlands","ULAIRU99","Labour Income Share (Real ULC)","08","Business sector excl. Agriculture (C_K)","ST","Level, ratio or national currency","A","Annual","2008","2008",0.6562937,,
"NLD","Netherlands","ULAIRU99","Labour Income Share (Real ULC)","08","Business sector excl. Agriculture (C_K)","ST","Level, ratio or national currency","A","Annual","2009","2009",0.7052032,,
"NLD","Netherlands","ULAIRU99","Labour Income Share (Real ULC)","08","Business sector excl. Agriculture (C_K)","ST","Level, ratio or national currency","A","Annual","2010","2010",0.6758927,,
"NZL","New Zealand","ULAIRU99","Labour Income Share (Real ULC)","01","Total Economy","ST","Level, ratio or national currency","A","Annual","1971","1971",0.5538376,"E","Estimated value"
"NZL","New Zealand","ULAIRU99","Labour Income Share (Real ULC)","01","Total Economy","ST","Level, ratio or national currency","A","Annual","1972","1972",0.5426577,"E","Estimated value"
"NZL","New Zealand","ULAIRU99","Labour Income Share (Real ULC)","01","Total Economy","ST","Level, ratio or national currency","A","Annual","1973","1973",0.5495067,"E","Estimated value"
"NZL","New Zealand","ULAIRU99","Labour Income Share (Real ULC)","01","Total Economy","ST","Level, ratio or national currency","A","Annual","1974","1974",0.602967,"E","Estimated value"
"NZL","New Zealand","ULAIRU99","Labour Income Share (Real ULC)","01","Total Economy","ST","Level, ratio or national currency","A","Annual","1975","1975",0.6167743,"E","Estimated value"
"NZL","New Zealand","ULAIRU99","Labour Income Share (Real ULC)","01","Total Economy","ST","Level, ratio or national currency","A","Annual","1976","1976",0.5662665,"E","Estimated value"
"NZL","New Zealand","ULAIRU99","Labour Income Share (Real ULC)","01","Total Economy","ST","Level, ratio or national currency","A","Annual","1977","1977",0.5799846,"E","Estimated value"
"NZL","New Zealand","ULAIRU99","Labour Income Share (Real ULC)","01","Total Economy","ST","Level, ratio or national currency","A","Annual","1978","1978",0.5942562,"E","Estimated value"
"NZL","New Zealand","ULAIRU99","Labour Income Share (Real ULC)","01","Total Economy","ST","Level, ratio or national currency","A","Annual","1979","1979",0.5945116,"E","Estimated value"
"NZL","New Zealand","ULAIRU99","Labour Income Share (Real ULC)","01","Total Economy","ST","Level, ratio or national currency","A","Annual","1980","1980",0.6078321,"E","Estimated value"
"NZL","New Zealand","ULAIRU99","Labour Income Share (Real ULC)","01","Total Economy","ST","Level, ratio or national currency","A","Annual","1981","1981",0.603779,"E","Estimated value"
"NZL","New Zealand","ULAIRU99","Labour Income Share (Real ULC)","01","Total Economy","ST","Level, ratio or national currency","A","Annual","1982","1982",0.5849103,"E","Estimated value"
"NZL","New Zealand","ULAIRU99","Labour Income Share (Real ULC)","01","Total Economy","ST","Level, ratio or national currency","A","Annual","1983","1983",0.5353205,"E","Estimated value"
"NZL","New Zealand","ULAIRU99","Labour Income Share (Real ULC)","01","Total Economy","ST","Level, ratio or national currency","A","Annual","1984","1984",0.5199677,"E","Estimated value"
"NZL","New Zealand","ULAIRU99","Labour Income Share (Real ULC)","01","Total Economy","ST","Level, ratio or national currency","A","Annual","1985","1985",0.528685,"E","Estimated value"
"NZL","New Zealand","ULAIRU99","Labour Income Share (Real ULC)","01","Total Economy","ST","Level, ratio or national currency","A","Annual","1986","1986",0.5395399,"E","Estimated value"
"NZL","New Zealand","ULAIRU99","Labour Income Share (Real ULC)","01","Total Economy","ST","Level, ratio or national currency","A","Annual","1987","1987",0.5517031,"E","Estimated value"
"NZL","New Zealand","ULAIRU99","Labour Income Share (Real ULC)","01","Total Economy","ST","Level, ratio or national currency","A","Annual","1988","1988",0.5306776,"E","Estimated value"
"NZL","New Zealand","ULAIRU99","Labour Income Share (Real ULC)","01","Total Economy","ST","Level, ratio or national currency","A","Annual","1989","1989",0.5224081,,
"NZL","New Zealand","ULAIRU99","Labour Income Share (Real ULC)","01","Total Economy","ST","Level, ratio or national currency","A","Annual","1990","1990",0.5191835,,
"NZL","New Zealand","ULAIRU99","Labour Income Share (Real ULC)","01","Total Economy","ST","Level, ratio or national currency","A","Annual","1991","1991",0.513799,,
"NZL","New Zealand","ULAIRU99","Labour Income Share (Real ULC)","01","Total Economy","ST","Level, ratio or national currency","A","Annual","1992","1992",0.5115741,,
"NZL","New Zealand","ULAIRU99","Labour Income Share (Real ULC)","01","Total Economy","ST","Level, ratio or national currency","A","Annual","1993","1993",0.4960206,,
"NZL","New Zealand","ULAIRU99","Labour Income Share (Real ULC)","01","Total Economy","ST","Level, ratio or national currency","A","Annual","1994","1994",0.4996855,,
"NZL","New Zealand","ULAIRU99","Labour Income Share (Real ULC)","01","Total Economy","ST","Level, ratio or national currency","A","Annual","1995","1995",0.496029,,
"NZL","New Zealand","ULAIRU99","Labour Income Share (Real ULC)","01","Total Economy","ST","Level, ratio or national currency","A","Annual","1996","1996",0.5034543,,
"NZL","New Zealand","ULAIRU99","Labour Income Share (Real ULC)","01","Total Economy","ST","Level, ratio or national currency","A","Annual","1997","1997",0.5034209,,
"NZL","New Zealand","ULAIRU99","Labour Income Share (Real ULC)","01","Total Economy","ST","Level, ratio or national currency","A","Annual","1998","1998",0.5024426,,
"NZL","New Zealand","ULAIRU99","Labour Income Share (Real ULC)","01","Total Economy","ST","Level, ratio or national currency","A","Annual","1999","1999",0.4856441,,
"NZL","New Zealand","ULAIRU99","Labour Income Share (Real ULC)","01","Total Economy","ST","Level, ratio or national currency","A","Annual","2000","2000",0.4731018,,
"NZL","New Zealand","ULAIRU99","Labour Income Share (Real ULC)","01","Total Economy","ST","Level, ratio or national currency","A","Annual","2001","2001",0.4702835,,
"NZL","New Zealand","ULAIRU99","Labour Income Share (Real ULC)","01","Total Economy","ST","Level, ratio or national currency","A","Annual","2002","2002",0.4793876,,
"NZL","New Zealand","ULAIRU99","Labour Income Share (Real ULC)","01","Total Economy","ST","Level, ratio or national currency","A","Annual","2003","2003",0.4821326,,
"NZL","New Zealand","ULAIRU99","Labour Income Share (Real ULC)","01","Total Economy","ST","Level, ratio or national currency","A","Annual","2004","2004",0.4904248,,
"NZL","New Zealand","ULAIRU99","Labour Income Share (Real ULC)","01","Total Economy","ST","Level, ratio or national currency","A","Annual","2005","2005",0.505608,,
"NZL","New Zealand","ULAIRU99","Labour Income Share (Real ULC)","01","Total Economy","ST","Level, ratio or national currency","A","Annual","2006","2006",0.514239,,
"NZL","New Zealand","ULAIRU99","Labour Income Share (Real ULC)","01","Total Economy","ST","Level, ratio or national currency","A","Annual","2007","2007",0.512764,,
"NZL","New Zealand","ULAIRU99","Labour Income Share (Real ULC)","01","Total Economy","ST","Level, ratio or national currency","A","Annual","2008","2008",0.5329046,,
"NZL","New Zealand","ULAIRU99","Labour Income Share (Real ULC)","01","Total Economy","ST","Level, ratio or national currency","A","Annual","2009","2009",0.5277289,,
"NZL","New Zealand","ULAIRU99","Labour Income Share (Real ULC)","02","Manufacturing (D)","ST","Level, ratio or national currency","A","Annual","1971","1971",0.6289604,"E","Estimated value"
"NZL","New Zealand","ULAIRU99","Labour Income Share (Real ULC)","02","Manufacturing (D)","ST","Level, ratio or national currency","A","Annual","1972","1972",0.6565331,"E","Estimated value"
"NZL","New Zealand","ULAIRU99","Labour Income Share (Real ULC)","02","Manufacturing (D)","ST","Level, ratio or national currency","A","Annual","1973","1973",0.6821941,"E","Estimated value"
"NZL","New Zealand","ULAIRU99","Labour Income Share (Real ULC)","02","Manufacturing (D)","ST","Level, ratio or national currency","A","Annual","1974","1974",0.7162954,"E","Estimated value"
"NZL","New Zealand","ULAIRU99","Labour Income Share (Real ULC)","02","Manufacturing (D)","ST","Level, ratio or national currency","A","Annual","1975","1975",0.7939579,"E","Estimated value"
"NZL","New Zealand","ULAIRU99","Labour Income Share (Real ULC)","02","Manufacturing (D)","ST","Level, ratio or national currency","A","Annual","1976","1976",0.7039869,"E","Estimated value"
"NZL","New Zealand","ULAIRU99","Labour Income Share (Real ULC)","02","Manufacturing (D)","ST","Level, ratio or national currency","A","Annual","1977","1977",0.7157775,"E","Estimated value"
"NZL","New Zealand","ULAIRU99","Labour Income Share (Real ULC)","02","Manufacturing (D)","ST","Level, ratio or national currency","A","Annual","1978","1978",0.7128494,"E","Estimated value"
"NZL","New Zealand","ULAIRU99","Labour Income Share (Real ULC)","02","Manufacturing (D)","ST","Level, ratio or national currency","A","Annual","1979","1979",0.712828,"E","Estimated value"
"NZL","New Zealand","ULAIRU99","Labour Income Share (Real ULC)","02","Manufacturing (D)","ST","Level, ratio or national currency","A","Annual","1980","1980",0.7231501,"E","Estimated value"
"NZL","New Zealand","ULAIRU99","Labour Income Share (Real ULC)","02","Manufacturing (D)","ST","Level, ratio or national currency","A","Annual","1981","1981",0.6870643,"E","Estimated value"
"NZL","New Zealand","ULAIRU99","Labour Income Share (Real ULC)","02","Manufacturing (D)","ST","Level, ratio or national currency","A","Annual","1982","1982",0.6534771,"E","Estimated value"
"NZL","New Zealand","ULAIRU99","Labour Income Share (Real ULC)","02","Manufacturing (D)","ST","Level, ratio or national currency","A","Annual","1983","1983",0.599673,"E","Estimated value"
"NZL","New Zealand","ULAIRU99","Labour Income Share (Real ULC)","02","Manufacturing (D)","ST","Level, ratio or national currency","A","Annual","1984","1984",0.574816,"E","Estimated value"
"NZL","New Zealand","ULAIRU99","Labour Income Share (Real ULC)","02","Manufacturing (D)","ST","Level, ratio or national currency","A","Annual","1985","1985",0.6107711,"E","Estimated value"
"NZL","New Zealand","ULAIRU99","Labour Income Share (Real ULC)","02","Manufacturing (D)","ST","Level, ratio or national currency","A","Annual","1986","1986",0.5894698,"E","Estimated value"
"NZL","New Zealand","ULAIRU99","Labour Income Share (Real ULC)","02","Manufacturing (D)","ST","Level, ratio or national currency","A","Annual","1987","1987",0.6153182,"E","Estimated value"
"NZL","New Zealand","ULAIRU99","Labour Income Share (Real ULC)","02","Manufacturing (D)","ST","Level, ratio or national currency","A","Annual","1988","1988",0.5969765,"E","Estimated value"
"NZL","New Zealand","ULAIRU99","Labour Income Share (Real ULC)","02","Manufacturing (D)","ST","Level, ratio or national currency","A","Annual","1989","1989",0.5632216,,
"NZL","New Zealand","ULAIRU99","Labour Income Share (Real ULC)","02","Manufacturing (D)","ST","Level, ratio or national currency","A","Annual","1990","1990",0.5872596,,
"NZL","New Zealand","ULAIRU99","Labour Income Share (Real ULC)","02","Manufacturing (D)","ST","Level, ratio or national currency","A","Annual","1991","1991",0.5750469,,
"NZL","New Zealand","ULAIRU99","Labour Income Share (Real ULC)","02","Manufacturing (D)","ST","Level, ratio or national currency","A","Annual","1992","1992",0.5668908,,
"NZL","New Zealand","ULAIRU99","Labour Income Share (Real ULC)","02","Manufacturing (D)","ST","Level, ratio or national currency","A","Annual","1993","1993",0.5527942,,
"NZL","New Zealand","ULAIRU99","Labour Income Share (Real ULC)","02","Manufacturing (D)","ST","Level, ratio or national currency","A","Annual","1994","1994",0.5476382,,
"NZL","New Zealand","ULAIRU99","Labour Income Share (Real ULC)","02","Manufacturing (D)","ST","Level, ratio or national currency","A","Annual","1995","1995",0.5526696,,
"NZL","New Zealand","ULAIRU99","Labour Income Share (Real ULC)","02","Manufacturing (D)","ST","Level, ratio or national currency","A","Annual","1996","1996",0.5726439,,
"NZL","New Zealand","ULAIRU99","Labour Income Share (Real ULC)","02","Manufacturing (D)","ST","Level, ratio or national currency","A","Annual","1997","1997",0.5639207,,
"NZL","New Zealand","ULAIRU99","Labour Income Share (Real ULC)","02","Manufacturing (D)","ST","Level, ratio or national currency","A","Annual","1998","1998",0.5633232,,
"NZL","New Zealand","ULAIRU99","Labour Income Share (Real ULC)","02","Manufacturing (D)","ST","Level, ratio or national currency","A","Annual","1999","1999",0.5458519,,
"NZL","New Zealand","ULAIRU99","Labour Income Share (Real ULC)","02","Manufacturing (D)","ST","Level, ratio or national currency","A","Annual","2000","2000",0.5159358,,
"NZL","New Zealand","ULAIRU99","Labour Income Share (Real ULC)","02","Manufacturing (D)","ST","Level, ratio or national currency","A","Annual","2001","2001",0.5344841,,
"NZL","New Zealand","ULAIRU99","Labour Income Share (Real ULC)","02","Manufacturing (D)","ST","Level, ratio or national currency","A","Annual","2002","2002",0.5373939,,
